"source"	"target"	"weight"	"dia"	"x"	"y"	"xend"	"yend"
"285"	"BE"	"RU"	1	2020-10-04	4.469936	50.503887	105.318756	61.52401
"286"	"BE"	"SA"	3	2020-10-04	4.469936	50.503887	45.079162	23.885942
"287"	"BE"	"SE"	20	2020-10-04	4.469936	50.503887	18.643501	60.128161
"288"	"BE"	"SG"	3	2020-10-04	4.469936	50.503887	103.819836	1.352083
"289"	"BE"	"SI"	1	2020-10-04	4.469936	50.503887	14.995463	46.151241
"290"	"BE"	"SK"	2	2020-10-04	4.469936	50.503887	19.699024	48.669026
"291"	"BE"	"SN"	2	2020-10-04	4.469936	50.503887	-14.452362	14.497401
"292"	"BE"	"TH"	2	2020-10-04	4.469936	50.503887	100.992541	15.870032
"293"	"BE"	"TR"	13	2020-10-04	4.469936	50.503887	35.243322	38.963745
"294"	"BE"	"UA"	4	2020-10-04	4.469936	50.503887	31.16558	48.379433
"295"	"BE"	"UG"	4	2020-10-04	4.469936	50.503887	32.290275	1.373333
"296"	"BE"	"US"	159	2020-10-04	4.469936	50.503887	-95.712891	37.09024
"297"	"BE"	"UY"	1	2020-10-04	4.469936	50.503887	-55.765835	-32.522779
"298"	"BE"	"VE"	2	2020-10-04	4.469936	50.503887	-66.58973	6.42375
"299"	"BE"	"VN"	7	2020-10-04	4.469936	50.503887	108.277199	14.058324
"300"	"BE"	"XK"	1	2020-10-04	4.469936	50.503887	20.902977	42.602636
"301"	"BE"	"ZA"	32	2020-10-04	4.469936	50.503887	22.937506	-30.559482
"302"	"BE"	"ZM"	1	2020-10-04	4.469936	50.503887	27.849332	-13.133897
"303"	"BE"	"ZW"	1	2020-10-04	4.469936	50.503887	29.154857	-19.015438
"304"	"BF"	"CG"	1	2020-10-04	-1.561593	12.238333	15.827659	-0.228021
"305"	"BF"	"FR"	1	2020-10-04	-1.561593	12.238333	2.213749	46.227638
"306"	"BF"	"GN"	1	2020-10-04	-1.561593	12.238333	-9.696645	9.945587
"307"	"BF"	"IT"	1	2020-10-04	-1.561593	12.238333	12.56738	41.87194
"308"	"BF"	"MQ"	1	2020-10-04	-1.561593	12.238333	-61.024174	14.641528
"309"	"BF"	"RU"	1	2020-10-04	-1.561593	12.238333	105.318756	61.52401
"310"	"BF"	"SN"	1	2020-10-04	-1.561593	12.238333	-14.452362	14.497401
"311"	"BF"	"TG"	1	2020-10-04	-1.561593	12.238333	0.824782	8.619543
"312"	"BF"	"TZ"	1	2020-10-04	-1.561593	12.238333	34.888822	-6.369028
"313"	"BF"	"US"	2	2020-10-04	-1.561593	12.238333	-95.712891	37.09024
"314"	"BF"	"ZA"	2	2020-10-04	-1.561593	12.238333	22.937506	-30.559482
"315"	"BG"	"DE"	1	2020-10-04	25.48583	42.733883	10.451526	51.165691
